PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title
513,1.0,1,1,36.0,0,0,26.2875,2,7
514,1.0,1,0,54.0,1,0,59.4,0,8
515,0.0,3,1,24.0,0,0,7.4958,2,7
516,0.0,1,1,47.0,0,0,34.0208,2,7
517,1.0,2,0,34.0,0,0,10.5,2,8
518,0.0,3,1,39.99166666666667,0,0,24.15,1,8
519,1.0,2,0,36.0,1,0,26.0,2,8
520,0.0,3,1,32.0,0,0,7.8958,2,7
521,1.0,1,0,30.0,0,0,93.5,2,8
522,0.0,3,1,22.0,0,0,7.8958,2,7
523,0.0,3,1,39.99166666666667,0,0,7.225,0,8
524,1.0,1,0,44.0,0,1,57.9792,0,8
525,0.0,3,1,39.99166666666667,0,0,7.2292,0,8
526,0.0,3,1,40.5,0,0,7.75,1,7
527,1.0,2,0,50.0,0,0,10.5,2,8
528,0.0,1,1,39.99166666666667,0,0,221.7792,2,8
529,0.0,3,1,39.0,0,0,7.925,2,7
530,0.0,2,1,23.0,2,1,11.5,2,7
531,1.0,2,0,2.0,1,1,26.0,2,6
532,0.0,3,1,39.99166666666667,0,0,7.2292,0,8
533,0.0,3,1,17.0,1,1,7.2292,0,7
534,1.0,3,0,39.99166666666667,0,2,22.3583,0,8
535,0.0,3,0,30.0,0,0,8.6625,2,8
536,1.0,2,0,7.0,0,2,26.25,2,6
537,0.0,1,1,45.0,0,0,26.55,2,4
538,1.0,1,0,30.0,0,0,106.425,0,8
539,0.0,3,1,39.99166666666667,0,0,14.5,2,8
540,1.0,1,0,22.0,0,2,49.5,0,6
541,1.0,1,0,36.0,0,2,71.0,2,8
542,0.0,3,0,9.0,4,2,31.275,2,6
543,0.0,3,0,11.0,4,2,31.275,2,6
544,1.0,2,1,32.0,1,0,26.0,2,7
545,0.0,1,1,50.0,1,0,106.425,0,7
546,0.0,1,1,64.0,0,0,26.0,2,7
547,1.0,2,0,19.0,1,0,26.0,2,6
548,1.0,2,1,39.99166666666667,0,0,13.8625,0,8
549,0.0,3,1,33.0,1,1,20.525,2,7
550,1.0,2,1,8.0,1,1,36.75,2,5
551,1.0,1,1,17.0,0,2,110.8833,0,7
552,0.0,2,1,27.0,0,0,26.0,2,7
553,0.0,3,1,39.99166666666667,0,0,7.8292,1,8
554,1.0,3,1,22.0,0,0,7.225,0,7
555,1.0,3,0,22.0,0,0,7.775,2,6
556,0.0,1,1,62.0,0,0,26.55,2,7
557,1.0,1,0,48.0,1,0,39.6,0,8
558,0.0,1,1,39.99166666666667,0,0,227.525,0,8
559,1.0,1,0,39.0,1,1,79.65,2,8
560,1.0,3,0,36.0,1,0,17.4,2,8
561,0.0,3,1,39.99166666666667,0,0,7.75,1,8
562,0.0,3,1,40.0,0,0,7.8958,2,7
563,0.0,2,1,28.0,0,0,13.5,2,7
564,0.0,3,1,39.99166666666667,0,0,8.05,2,8
565,0.0,3,0,39.99166666666667,0,0,8.05,2,8
566,0.0,3,1,24.0,2,0,24.15,2,7
567,0.0,3,1,19.0,0,0,7.8958,2,7
568,0.0,3,0,29.0,0,4,21.075,2,8
569,0.0,3,1,39.99166666666667,0,0,7.2292,0,8
570,1.0,3,1,32.0,0,0,7.8542,2,7
571,1.0,2,1,62.0,0,0,10.5,2,7
572,1.0,1,0,53.0,2,0,51.4792,2,8
573,1.0,1,1,36.0,0,0,26.3875,2,7
574,1.0,3,0,39.99166666666667,0,0,7.75,1,8
575,0.0,3,1,16.0,0,0,8.05,2,7
576,0.0,3,1,19.0,0,0,14.5,2,7
577,1.0,2,0,34.0,0,0,13.0,2,8
578,1.0,1,0,39.0,1,0,55.9,2,8
579,0.0,3,0,39.99166666666667,1,0,14.4583,0,8
580,1.0,3,1,32.0,0,0,7.925,2,7
581,1.0,2,0,25.0,1,1,30.0,2,6
582,1.0,1,0,39.0,1,1,110.8833,0,8
583,0.0,2,1,54.0,0,0,26.0,2,7
584,0.0,1,1,36.0,0,0,40.125,0,7
585,0.0,3,1,39.99166666666667,0,0,8.7125,0,8
586,1.0,1,0,18.0,0,2,79.65,2,6
587,0.0,2,1,47.0,0,0,15.0,2,7
588,1.0,1,1,60.0,1,1,79.2,0,7
589,0.0,3,1,22.0,0,0,8.05,2,7
590,0.0,3,1,39.99166666666667,0,0,8.05,2,8
591,0.0,3,1,35.0,0,0,7.125,2,7
592,1.0,1,0,52.0,1,0,78.2667,0,8
593,0.0,3,1,47.0,0,0,7.25,2,7
594,0.0,3,0,39.99166666666667,0,2,7.75,1,8
595,0.0,2,1,37.0,1,0,26.0,2,7
596,0.0,3,1,36.0,1,1,24.15,2,7
597,1.0,2,0,39.99166666666667,0,0,33.0,2,8
598,0.0,3,1,49.0,0,0,0.0,2,7
599,0.0,3,1,39.99166666666667,0,0,7.225,0,8
600,1.0,1,1,49.0,1,0,56.9292,0,7
601,1.0,2,0,24.0,2,1,27.0,2,6
602,0.0,3,1,39.99166666666667,0,0,7.8958,2,8
603,0.0,1,1,39.99166666666667,0,0,42.4,2,8
604,0.0,3,1,44.0,0,0,8.05,2,7
605,1.0,1,1,35.0,0,0,26.55,0,7
606,0.0,3,1,36.0,1,0,15.55,2,7
607,0.0,3,1,30.0,0,0,7.8958,2,7
608,1.0,1,1,27.0,0,0,30.5,2,7
609,1.0,2,0,22.0,1,2,41.5792,0,6
610,1.0,1,0,40.0,0,0,153.4625,2,8
611,0.0,3,0,39.0,1,5,31.275,2,8
612,0.0,3,1,39.99166666666667,0,0,7.05,2,8
613,1.0,3,0,39.99166666666667,1,0,15.5,1,8
614,0.0,3,1,39.99166666666667,0,0,7.75,1,8
615,0.0,3,1,35.0,0,0,8.05,2,7
616,1.0,2,0,24.0,1,2,65.0,2,6
617,0.0,3,1,34.0,1,1,14.4,2,7
618,0.0,3,0,26.0,1,0,16.1,2,6
619,1.0,2,0,4.0,2,1,39.0,2,6
620,0.0,2,1,26.0,0,0,10.5,2,7
621,0.0,3,1,27.0,1,0,14.4542,0,7
622,1.0,1,1,42.0,1,0,52.5542,2,7
623,1.0,3,1,20.0,1,1,15.7417,0,7
624,0.0,3,1,21.0,0,0,7.8542,2,7
625,0.0,3,1,21.0,0,0,16.1,2,7
626,0.0,1,1,61.0,0,0,32.3208,2,7
627,0.0,2,1,57.0,0,0,12.35,1,7
628,1.0,1,0,21.0,0,0,77.9583,2,6
629,0.0,3,1,26.0,0,0,7.8958,2,7
630,0.0,3,1,39.99166666666667,0,0,7.7333,1,8
631,1.0,1,1,80.0,0,0,30.0,2,7
632,0.0,3,1,51.0,0,0,7.0542,2,7
633,1.0,1,1,32.0,0,0,30.5,0,3
634,0.0,1,1,39.99166666666667,0,0,0.0,2,8
635,0.0,3,0,9.0,3,2,27.9,2,6
636,1.0,2,0,28.0,0,0,13.0,2,6
637,0.0,3,1,32.0,0,0,7.925,2,7
638,0.0,2,1,31.0,1,1,26.25,2,7
639,0.0,3,0,41.0,0,5,39.6875,2,8
640,0.0,3,1,39.99166666666667,1,0,16.1,2,8
641,0.0,3,1,20.0,0,0,7.8542,2,7
642,1.0,1,0,24.0,0,0,69.3,0,6
643,0.0,3,0,2.0,3,2,27.9,2,6
644,1.0,3,1,39.99166666666667,0,0,56.4958,2,8
645,1.0,3,0,0.75,2,1,19.2583,0,6
646,1.0,1,1,48.0,1,0,76.7292,0,7
647,0.0,3,1,19.0,0,0,7.8958,2,7
648,1.0,1,1,56.0,0,0,35.5,0,1
649,0.0,3,1,39.99166666666667,0,0,7.55,2,8
650,1.0,3,0,23.0,0,0,7.55,2,6
651,0.0,3,1,39.99166666666667,0,0,7.8958,2,8
652,1.0,2,0,18.0,0,1,23.0,2,6
653,0.0,3,1,21.0,0,0,8.4333,2,7
654,1.0,3,0,39.99166666666667,0,0,7.8292,1,8
655,0.0,3,0,18.0,0,0,6.75,1,6
656,0.0,2,1,24.0,2,0,73.5,2,7
657,0.0,3,1,39.99166666666667,0,0,7.8958,2,8
658,0.0,3,0,32.0,1,1,15.5,1,8
659,0.0,2,1,23.0,0,0,13.0,2,7
660,0.0,1,1,58.0,0,2,113.275,0,7
661,1.0,1,1,50.0,2,0,133.65,2,3
662,0.0,3,1,40.0,0,0,7.225,0,7
663,0.0,1,1,47.0,0,0,25.5875,2,7
664,0.0,3,1,36.0,0,0,7.4958,2,7
665,1.0,3,1,20.0,1,0,7.925,2,7
666,0.0,2,1,32.0,2,0,73.5,2,7
667,0.0,2,1,25.0,0,0,13.0,2,7
668,0.0,3,1,39.99166666666667,0,0,7.775,2,8
669,0.0,3,1,43.0,0,0,8.05,2,7
670,1.0,1,0,39.99166666666667,1,0,52.0,2,8
671,1.0,2,0,40.0,1,1,39.0,2,8
672,0.0,1,1,31.0,1,0,52.0,2,7
673,0.0,2,1,70.0,0,0,10.5,2,7
674,1.0,2,1,31.0,0,0,13.0,2,7
675,0.0,2,1,39.99166666666667,0,0,0.0,2,8
676,0.0,3,1,18.0,0,0,7.775,2,7
677,0.0,3,1,24.5,0,0,8.05,2,7
678,1.0,3,0,18.0,0,0,9.8417,2,6
679,0.0,3,0,43.0,1,6,46.9,2,8
680,1.0,1,1,36.0,0,1,512.3292,0,7
681,0.0,3,0,39.99166666666667,0,0,8.1375,1,8
682,1.0,1,1,27.0,0,0,76.7292,0,7
683,0.0,3,1,20.0,0,0,9.225,2,7
684,0.0,3,1,14.0,5,2,46.9,2,7
685,0.0,2,1,60.0,1,1,39.0,2,7
686,0.0,2,1,25.0,1,2,41.5792,0,7
687,0.0,3,1,14.0,4,1,39.6875,2,7
688,0.0,3,1,19.0,0,0,10.1708,2,7
689,0.0,3,1,18.0,0,0,7.7958,2,7
690,1.0,1,0,15.0,0,1,211.3375,2,6
691,1.0,1,1,31.0,1,0,57.0,2,7
692,1.0,3,0,4.0,0,1,13.4167,0,6
693,1.0,3,1,39.99166666666667,0,0,56.4958,2,8
694,0.0,3,1,25.0,0,0,7.225,0,7
695,0.0,1,1,60.0,0,0,26.55,2,1
696,0.0,2,1,52.0,0,0,13.5,2,7
697,0.0,3,1,44.0,0,0,8.05,2,7
698,1.0,3,0,39.99166666666667,0,0,7.7333,1,8
699,0.0,1,1,49.0,1,1,110.8833,0,7
700,0.0,3,1,42.0,0,0,7.65,2,7
701,1.0,1,0,18.0,1,0,227.525,0,6
702,1.0,1,1,35.0,0,0,26.2875,2,7
703,0.0,3,0,18.0,0,1,14.4542,0,6
704,0.0,3,1,25.0,0,0,7.7417,1,7
705,0.0,3,1,26.0,1,0,7.8542,2,7
706,0.0,2,1,39.0,0,0,26.0,2,7
707,1.0,2,0,45.0,0,0,13.5,2,8
708,1.0,1,1,42.0,0,0,26.2875,2,7
709,1.0,1,0,22.0,0,0,151.55,2,6
710,1.0,3,1,39.99166666666667,1,1,15.2458,0,8
711,1.0,1,0,24.0,0,0,49.5042,0,6
712,0.0,1,1,39.99166666666667,0,0,26.55,2,8
713,1.0,1,1,48.0,1,0,52.0,2,7
714,0.0,3,1,29.0,0,0,9.4833,2,7
715,0.0,2,1,52.0,0,0,13.0,2,7
716,0.0,3,1,19.0,0,0,7.65,2,7
717,1.0,1,0,38.0,0,0,227.525,0,8
718,1.0,2,0,27.0,0,0,10.5,2,6
719,0.0,3,1,39.99166666666667,0,0,15.5,1,8
720,0.0,3,1,33.0,0,0,7.775,2,7
721,1.0,2,0,6.0,0,1,33.0,2,6
722,0.0,3,1,17.0,1,0,7.0542,2,7
723,0.0,2,1,34.0,0,0,13.0,2,7
724,0.0,2,1,50.0,0,0,13.0,2,7
725,1.0,1,1,27.0,1,0,53.1,2,7
726,0.0,3,1,20.0,0,0,8.6625,2,7
727,1.0,2,0,30.0,3,0,21.0,2,8
728,1.0,3,0,39.99166666666667,0,0,7.7375,1,8
729,0.0,2,1,25.0,1,0,26.0,2,7
730,0.0,3,0,25.0,1,0,7.925,2,6
731,1.0,1,0,29.0,0,0,211.3375,2,8
732,0.0,3,1,11.0,0,0,18.7875,0,5
733,0.0,2,1,39.99166666666667,0,0,0.0,2,8
734,0.0,2,1,23.0,0,0,13.0,2,7
735,0.0,2,1,23.0,0,0,13.0,2,7
736,0.0,3,1,28.5,0,0,16.1,2,7
737,0.0,3,0,48.0,1,3,34.375,2,8
738,1.0,1,1,35.0,0,0,512.3292,0,7
739,0.0,3,1,39.99166666666667,0,0,7.8958,2,8
740,0.0,3,1,39.99166666666667,0,0,7.8958,2,8
741,1.0,1,1,39.99166666666667,0,0,30.0,2,8
742,0.0,1,1,36.0,1,0,78.85,2,7
743,1.0,1,0,21.0,2,2,262.375,0,6
744,0.0,3,1,24.0,1,0,16.1,2,7
745,1.0,3,1,31.0,0,0,7.925,2,7
746,0.0,1,1,70.0,1,1,71.0,2,0
747,0.0,3,1,16.0,1,1,20.25,2,7
748,1.0,2,0,30.0,0,0,13.0,2,8
749,0.0,1,1,19.0,1,0,53.1,2,7
750,0.0,3,1,31.0,0,0,7.75,1,7
751,1.0,2,0,4.0,1,1,23.0,2,6
752,1.0,3,1,6.0,0,1,12.475,2,5
753,0.0,3,1,33.0,0,0,9.5,2,7
754,0.0,3,1,23.0,0,0,7.8958,2,7
755,1.0,2,0,48.0,1,2,65.0,2,8
756,1.0,2,1,0.67,1,1,14.5,2,5
757,0.0,3,1,28.0,0,0,7.7958,2,7
758,0.0,2,1,18.0,0,0,11.5,2,7
759,0.0,3,1,34.0,0,0,8.05,2,7
760,1.0,1,0,33.0,0,0,86.5,2,8
761,0.0,3,1,39.99166666666667,0,0,14.5,2,8
762,0.0,3,1,41.0,0,0,7.125,2,7
763,1.0,3,1,20.0,0,0,7.2292,0,7
764,1.0,1,0,36.0,1,2,120.0,2,8
765,0.0,3,1,16.0,0,0,7.775,2,7
766,1.0,1,0,51.0,1,0,77.9583,2,8
767,0.0,1,1,42.0,0,0,39.6,0,3
768,0.0,3,0,30.5,0,0,7.75,1,8
769,0.0,3,1,39.99166666666667,1,0,24.15,1,8
770,0.0,3,1,32.0,0,0,8.3625,2,7
771,0.0,3,1,24.0,0,0,9.5,2,7
772,0.0,3,1,48.0,0,0,7.8542,2,7
773,0.0,2,0,57.0,0,0,10.5,2,8
774,0.0,3,1,39.99166666666667,0,0,7.225,0,8
775,1.0,2,0,54.0,1,3,23.0,2,8
776,0.0,3,1,18.0,0,0,7.75,2,7
777,0.0,3,1,39.99166666666667,0,0,7.75,1,8
778,1.0,3,0,5.0,0,0,12.475,2,6
779,0.0,3,1,39.99166666666667,0,0,7.7375,1,8
780,1.0,1,0,43.0,0,1,211.3375,2,8
781,1.0,3,0,13.0,0,0,7.2292,0,6
782,1.0,1,0,17.0,1,0,57.0,2,6
783,0.0,1,1,29.0,0,0,30.0,2,7
784,0.0,3,1,39.99166666666667,1,2,23.45,2,8
785,0.0,3,1,25.0,0,0,7.05,2,7
786,0.0,3,1,25.0,0,0,7.25,2,7
787,1.0,3,0,18.0,0,0,7.4958,2,6
788,0.0,3,1,8.0,4,1,29.125,1,5
789,1.0,3,1,1.0,1,2,20.575,2,5
790,0.0,1,1,46.0,0,0,79.2,0,7
791,0.0,3,1,39.99166666666667,0,0,7.75,1,8
792,0.0,2,1,16.0,0,0,26.0,2,7
793,0.0,3,0,39.99166666666667,8,2,69.55,2,8
794,0.0,1,1,39.99166666666667,0,0,30.6958,0,8
795,0.0,3,1,25.0,0,0,7.8958,2,7
796,0.0,2,1,39.0,0,0,13.0,2,7
797,1.0,1,0,49.0,0,0,25.9292,2,3
798,1.0,3,0,31.0,0,0,8.6833,2,8
799,0.0,3,1,30.0,0,0,7.2292,0,7
800,0.0,3,0,30.0,1,1,24.15,2,8
801,0.0,2,1,34.0,0,0,13.0,2,7
802,1.0,2,0,31.0,1,1,26.25,2,8
803,1.0,1,1,11.0,1,2,120.0,2,5
804,1.0,3,1,0.42,0,1,8.5167,0,5
805,1.0,3,1,27.0,0,0,6.975,2,7
806,0.0,3,1,31.0,0,0,7.775,2,7
807,0.0,1,1,39.0,0,0,0.0,2,7
808,0.0,3,0,18.0,0,0,7.775,2,6
809,0.0,2,1,39.0,0,0,13.0,2,7
810,1.0,1,0,33.0,1,0,53.1,2,8
811,0.0,3,1,26.0,0,0,7.8875,2,7
812,0.0,3,1,39.0,0,0,24.15,2,7
813,0.0,2,1,35.0,0,0,10.5,2,7
814,0.0,3,0,6.0,4,2,31.275,2,6
815,0.0,3,1,30.5,0,0,8.05,2,7
816,0.0,1,1,39.99166666666667,0,0,0.0,2,8
817,0.0,3,0,23.0,0,0,7.925,2,6
818,0.0,2,1,31.0,1,1,37.0042,0,7
819,0.0,3,1,43.0,0,0,6.45,2,7
820,0.0,3,1,10.0,3,2,27.9,2,5
821,1.0,1,0,52.0,1,1,93.5,2,8
822,1.0,3,1,27.0,0,0,8.6625,2,7
823,0.0,1,1,38.0,0,0,0.0,2,7
824,1.0,3,0,27.0,0,1,12.475,2,6
825,0.0,3,1,2.0,4,1,39.6875,2,5
826,0.0,3,1,39.99166666666667,0,0,6.95,1,8
827,0.0,3,1,39.99166666666667,0,0,56.4958,2,8
828,1.0,2,1,1.0,0,2,37.0042,0,5
829,1.0,3,1,39.99166666666667,0,0,7.75,1,8
830,1.0,1,0,62.0,0,0,80.0,2,8
831,1.0,3,0,15.0,1,0,14.4542,0,6
832,1.0,2,1,0.83,1,1,18.75,2,5
833,0.0,3,1,39.99166666666667,0,0,7.2292,0,8
834,0.0,3,1,23.0,0,0,7.8542,2,7
835,0.0,3,1,18.0,0,0,8.3,2,7
836,1.0,1,0,39.0,1,1,83.1583,0,8
837,0.0,3,1,21.0,0,0,8.6625,2,7
838,0.0,3,1,39.99166666666667,0,0,8.05,2,8
839,1.0,3,1,32.0,0,0,56.4958,2,7
840,1.0,1,1,39.99166666666667,0,0,29.7,0,8
841,0.0,3,1,20.0,0,0,7.925,2,7
842,0.0,2,1,16.0,0,0,10.5,2,7
843,1.0,1,0,30.0,0,0,31.0,0,8
844,0.0,3,1,34.5,0,0,6.4375,0,7
845,0.0,3,1,17.0,0,0,8.6625,2,7
846,0.0,3,1,42.0,0,0,7.55,2,7
847,0.0,3,1,39.99166666666667,8,2,69.55,2,8
848,0.0,3,1,35.0,0,0,7.8958,0,7
849,0.0,2,1,28.0,0,1,33.0,2,7
850,1.0,1,0,39.99166666666667,1,0,89.1042,0,8
851,0.0,3,1,4.0,4,2,31.275,2,5
852,0.0,3,1,74.0,0,0,7.775,2,7
853,0.0,3,0,9.0,1,1,15.2458,0,6
854,1.0,1,0,16.0,0,1,39.4,2,6
855,0.0,2,0,44.0,1,0,26.0,2,8
856,1.0,3,0,18.0,0,1,9.35,2,6
857,1.0,1,0,45.0,1,1,164.8667,2,8
858,1.0,1,1,51.0,0,0,26.55,2,7
859,1.0,3,0,24.0,0,3,19.2583,0,6
860,0.0,3,1,39.99166666666667,0,0,7.2292,0,8
861,0.0,3,1,41.0,2,0,14.1083,2,7
862,0.0,2,1,21.0,1,0,11.5,2,7
863,1.0,1,0,48.0,0,0,25.9292,2,8
864,0.0,3,0,39.99166666666667,8,2,69.55,2,8
865,0.0,2,1,24.0,0,0,13.0,2,7
866,1.0,2,0,42.0,0,0,13.0,2,8
867,1.0,2,0,27.0,1,0,13.8583,0,6
868,0.0,1,1,31.0,0,0,50.4958,2,7
869,0.0,3,1,39.99166666666667,0,0,9.5,2,8
870,1.0,3,1,4.0,1,1,11.1333,2,5
871,0.0,3,1,26.0,0,0,7.8958,2,7
872,1.0,1,0,47.0,1,1,52.5542,2,8
873,0.0,1,1,33.0,0,0,5.0,2,7
874,0.0,3,1,47.0,0,0,9.0,2,7
875,1.0,2,0,28.0,1,0,24.0,0,6
876,1.0,3,0,15.0,0,0,7.225,0,6
877,0.0,3,1,20.0,0,0,9.8458,2,7
878,0.0,3,1,19.0,0,0,7.8958,2,7
879,0.0,3,1,39.99166666666667,0,0,7.8958,2,8
880,1.0,1,0,56.0,0,1,83.1583,0,8
881,1.0,2,0,25.0,0,1,26.0,2,6
882,0.0,3,1,33.0,0,0,7.8958,2,7
883,0.0,3,0,22.0,0,0,10.5167,2,6
884,0.0,2,1,28.0,0,0,10.5,2,7
885,0.0,3,1,25.0,0,0,7.05,2,7
886,0.0,3,0,39.0,0,5,29.125,1,8
887,0.0,2,1,27.0,0,0,13.0,2,7
888,1.0,1,0,19.0,0,0,30.0,2,6
889,0.0,3,0,39.99166666666667,1,2,23.45,2,8
890,1.0,1,1,26.0,0,0,30.0,0,7
891,0.0,3,1,32.0,0,0,7.75,1,7
